Date,AAPL,AMZN,GOOGL,MSFT,NFLX,NVDA,TSLA,META
2015-01-02 00:00:00+00:00,24.373958587646484,15.425999641418457,26.412099838256836,40.232852935791016,49.84857177734375,0.4831768572330475,14.620667457580566,78.21450805664062
2015-01-05 00:00:00+00:00,23.687301635742188,15.10949993133545,25.908843994140625,39.86286926269531,47.31142807006836,0.4750158190727234,14.005999565124512,76.95829010009766
2015-01-06 00:00:00+00:00,23.689537048339844,14.76449966430664,25.26943016052246,39.277801513671875,46.50143051147461,0.4606141448020935,14.085332870483398,75.9214096069336
2015-01-07 00:00:00+00:00,24.021709442138672,14.920999526977539,25.195112228393555,39.7768440246582,46.74285888671875,0.45941397547721863,14.063332557678223,75.9214096069336
2015-01-08 00:00:00+00:00,24.944684982299805,15.02299976348877,25.28289794921875,40.94698715209961,47.779998779296875,0.47669610381126404,14.041333198547363,77.94532012939453
2015-01-09 00:00:00+00:00,24.971435546875,14.846500396728516,24.974159240722656,40.60283660888672,47.04142761230469,0.47861626744270325,13.77733325958252,77.50662994384766
2015-01-12 00:00:00+00:00,24.35612678527832,14.570500373840332,24.79161262512207,40.095184326171875,45.547142028808594,0.4726155698299408,13.480667114257812,76.48970031738281
2015-01-13 00:00:00+00:00,24.572372436523438,14.737000465393066,25.028026580810547,39.88868713378906,46.255714416503906,0.4718954563140869,13.616666793823242,76.22049713134766
2015-01-14 00:00:00+00:00,24.47873878479004,14.66349983215332,25.23401641845703,39.54452896118164,46.31999969482422,0.4738157093524933,12.845999717712402,76.051025390625
2015-01-15 00:00:00+00:00,23.814380645751953,14.34749984741211,25.138254165649414,39.13153076171875,46.25143051147461,0.47045543789863586,12.791333198547363,73.82772064208984
2015-01-16 00:00:00+00:00,23.62933921813965,14.536999702453613,25.459957122802734,39.78544616699219,48.191429138183594,0.47909635305404663,12.871333122253418,74.9543228149414
2015-01-20 00:00:00+00:00,24.23797035217285,14.472000122070312,25.43402099609375,39.91450119018555,49.82857131958008,0.480536550283432,12.795332908630371,76.01113891601562
2015-01-21 00:00:00+00:00,24.423009872436523,14.862500190734863,25.955230712890625,39.51009750366211,58.468570709228516,0.48725733160972595,13.104666709899902,76.50963592529297
2015-01-22 00:00:00+00:00,25.058382034301758,15.515999794006348,26.798641204833984,40.55120849609375,61.20571517944336,0.49565836787223816,13.441332817077637,77.41691589355469
2015-01-23 00:00:00+00:00,25.18769073486328,15.619500160217285,27.030569076538086,40.59421920776367,62.494285583496094,0.49709877371788025,13.419333457946777,77.59636688232422
2015-01-26 00:00:00+00:00,25.214439392089844,15.482999801635742,26.76971435546875,40.447959899902344,63.79428482055664,0.49493828415870667,13.770000457763672,77.2673568725586
2015-01-27 00:00:00+00:00,24.331605911254883,15.337499618530273,25.99513053894043,36.705177307128906,64.88143157958984,0.47117534279823303,13.732000350952148,75.55252075195312
2015-01-28 00:00:00+00:00,25.707128524780273,15.195500373840332,25.55821418762207,35.440364837646484,63.20857238769531,0.46349459886550903,13.291333198547363,76.01113891601562
2015-01-29 00:00:00+00:00,26.507490158081055,15.58899974822998,25.598115921020508,36.145912170410156,63.400001525878906,0.47477585077285767,13.680000305175781,77.76585388183594
2015-01-30 00:00:00+00:00,26.119571685791016,17.726499557495117,26.811111450195312,34.760643005371094,63.11428451538086,0.4608542025089264,13.573332786560059,75.68213653564453
2015-02-02 00:00:00+00:00,26.447294235229492,18.223499298095703,26.544273376464844,35.517791748046875,63.0099983215332,0.47093531489372253,14.062666893005371,74.76488494873047
2015-02-03 00:00:00+00:00,26.451751708984375,18.177499771118164,26.599138259887695,35.79313278198242,65.27428436279297,0.4826967418193817,14.557332992553711,75.17366027832031
2015-02-04 00:00:00+00:00,26.654626846313477,18.237499237060547,26.240026473999023,35.99964141845703,64.10143280029297,0.4838969111442566,14.569999694824219,75.40296936035156
2015-02-05 00:00:00+00:00,26.84487533569336,18.694499969482422,26.42606544494629,36.52448272705078,64.12999725341797,0.4918179214000702,14.732666969299316,75.3830337524414
2015-02-06 00:00:00+00:00,26.618816375732422,18.714000701904297,26.62806510925293,36.49006271362305,63.47999954223633,0.48965755105018616,14.490667343139648,74.24645233154297
2015-02-09 00:00:00+00:00,26.795635223388672,18.527999877929688,26.398632049560547,36.44703674316406,63.29571533203125,0.4891774654388428,14.498666763305664,74.21654510498047
2015-02-10 00:00:00+00:00,27.310420989990234,18.649999618530273,26.941287994384766,36.65354537963867,64.8499984741211,0.5028592348098755,14.419333457946777,74.96428680419922
2015-02-11 00:00:00+00:00,27.950538635253906,18.756999969482422,26.833555221557617,36.46424865722656,64.98428344726562,0.4994986951351166,14.186667442321777,76.28033447265625
2015-02-12 00:00:00+00:00,28.304180145263672,18.85849952697754,27.233068466186523,37.075138092041016,65.24714660644531,0.535262942314148,13.525333404541016,76.00117492675781
2015-02-13 00:00:00+00:00,28.44294548034668,19.09149932861328,27.489931106567383,37.74626159667969,66.5857162475586,0.535503089427948,13.584667205810547,75.51264190673828
2015-02-17 00:00:00+00:00,28.610807418823242,18.771499633789062,27.183191299438477,37.76359939575195,67.13714599609375,0.5371831655502319,13.623332977294922,75.37306213378906
2015-02-18 00:00:00+00:00,28.810012817382812,18.668500900268555,27.065481185913086,37.720272064208984,67.86571502685547,0.5309425592422485,13.630666732788086,76.47972869873047
2015-02-19 00:00:00+00:00,28.74956703186035,18.950000762939453,27.25501251220703,37.694271087646484,67.80000305175781,0.5323827862739563,14.11400032043457,79.18159484863281
2015-02-20 00:00:00+00:00,28.98458480834961,19.183000564575195,27.023086547851562,38.0062370300293,68.31428527832031,0.5362229347229004,14.473999977111816,79.66014862060547
2015-02-23 00:00:00+00:00,29.76795768737793,19.006999969482422,26.68392562866211,38.25751876831055,67.40571594238281,0.5319024324417114,13.822667121887207,78.60332489013672
2015-02-24 00:00:00+00:00,29.582191467285156,18.929500579833984,26.865976333618164,38.20551681518555,67.83999633789062,0.5375649333000183,13.607333183288574,78.21450805664062
2015-02-25 00:00:00+00:00,28.8256778717041,19.26849937438965,27.298904418945312,38.11886978149414,68.33285522460938,0.5334687232971191,13.583999633789062,79.32117462158203
2015-02-26 00:00:00+00:00,29.19050407409668,19.239999771118164,27.89542579650879,38.179534912109375,69.00428771972656,0.534914493560791,13.812666893005371,80.16862487792969
2015-02-27 00:00:00+00:00,28.751815795898438,19.007999420166016,28.062013626098633,37.99755859375,67.84428405761719,0.5315410494804382,13.555999755859375,78.73294067382812
2015-03-02 00:00:00+00:00,28.892822265625,19.283000946044922,28.679983139038086,38.02355194091797,68.60713958740234,0.5445526838302612,13.155332565307617,79.51060485839844
2015-03-03 00:00:00+00:00,28.953258514404297,19.230499267578125,28.868017196655273,37.50363540649414,67.81571197509766,0.5344327688217163,13.303999900817871,79.36105346679688
2015-03-04 00:00:00+00:00,28.76972007751465,19.13599967956543,28.845073699951172,37.312992095947266,67.11000061035156,0.5404561758041382,13.496000289916992,80.65715789794922
2015-03-05 00:00:00+00:00,28.292987823486328,19.39150047302246,28.999692916870117,37.3563232421875,66.80714416503906,0.5508173704147339,13.375332832336426,80.96621704101562
2015-03-06 00:00:00+00:00,28.33551025390625,19.004499435424805,28.57424545288086,36.70642852783203,64.87428283691406,0.5433478951454163,12.925333023071289,79.76982116699219
2015-03-09 00:00:00+00:00,28.456378936767578,18.92799949645996,28.634096145629883,37.13102722167969,63.66143035888672,0.5447935461997986,12.725333213806152,79.2015380859375
2015-03-10 00:00:00+00:00,27.867725372314453,18.475500106811523,27.923358917236328,36.42045593261719,62.15142822265625,0.5541906356811523,12.687999725341797,77.31721496582031
2015-03-11 00:00:00+00:00,27.359664916992188,18.318500518798828,27.715871810913086,36.37713623046875,62.88428497314453,0.5512992143630981,12.916000366210938,77.33715057373047
2015-03-12 00:00:00+00:00,27.854299545288086,18.711999893188477,27.989194869995117,35.54526901245117,64.04571533203125,0.5462390184402466,12.73799991607666,78.69306182861328
2015-03-13 00:00:00+00:00,27.661813735961914,18.52899932861328,27.581701278686523,35.857208251953125,62.628570556640625,0.5469622015953064,12.578666687011719,77.81571197509766
2015-03-16 00:00:00+00:00,27.966201782226562,18.667499542236328,28.012638092041016,36.01319885253906,60.281429290771484,0.5534679293632507,13.046667098999023,77.83563995361328
2015-03-17 00:00:00+00:00,28.43399429321289,18.59600067138672,27.811634063720703,36.13450622558594,59.788570404052734,0.5602144002914429,12.982000350952148,79.12178039550781
2015-03-18 00:00:00+00:00,28.754053115844727,18.756999969482422,28.238079071044922,36.82773208618164,60.44571304321289,0.5510581731796265,13.380666732788086,80.66712188720703
2015-03-19 00:00:00+00:00,28.536949157714844,18.66200065612793,28.1138858795166,36.64575958251953,60.744285583496094,0.559491753578186,13.043333053588867,82.50159454345703
2015-03-20 00:00:00+00:00,28.1788387298584,18.92449951171875,28.17772674560547,37.15702438354492,61.18571472167969,0.5655153393745422,13.20533275604248,83.54844665527344
2015-03-23 00:00:00+00:00,28.472042083740234,18.75550079345703,28.19867515563965,37.139678955078125,60.71428680419922,0.5472030639648438,13.308667182922363,84.17655181884766
2015-03-24 00:00:00+00:00,28.355663299560547,18.704500198364258,28.805673599243164,37.174354553222656,62.611427307128906,0.5397335886955261,13.447999954223633,85.05391693115234
2015-03-25 00:00:00+00:00,27.61481285095215,18.54800033569336,28.27997589111328,35.92654800415039,60.25,0.506963849067688,12.953332901000977,82.67108917236328
2015-03-26 00:00:00+00:00,27.80729866027832,18.36750030517578,28.112388610839844,35.709903717041016,59.75143051147461,0.5052772164344788,12.694000244140625,82.76081848144531
2015-03-27 00:00:00+00:00,27.58572006225586,18.527999877929688,27.80864143371582,35.5019416809082,59.25285720825195,0.5151563882827759,12.333333015441895,83.0499496459961
2015-03-30 00:00:00+00:00,28.28403663635254,18.72949981689453,27.98769760131836,35.4932746887207,60.36714172363281,0.5173249244689941,12.704667091369629,82.95024871826172
2015-03-31 00:00:00+00:00,27.849824905395508,18.604999542236328,27.666492462158203,35.23331069946289,59.52714157104492,0.5043135285377502,12.584667205810547,81.97319030761719
